respID,qID,altID,obsID,Price,Calories,Vitamins,Sugar,AlcoholContent,Material,Brand,image
301,3,3,2403,18.5,80,Vitamins,0,5,Aluminum Can,Cacti,cacti.png
301,4,1,2404,19,80,No Vitamins,2,7,Aluminum Can,Vizzy,vizzy.png
301,4,2,2404,18,90,Vitamins,0,5,Glass Bottle,Vizzy,vizzy_bottle.png
301,4,3,2404,18.5,90,Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
301,5,1,2405,19,100,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
301,5,2,2405,19,80,No Vitamins,2,7,Aluminum Can,Michelob Ultra,ultra.png
301,5,3,2405,18.5,100,Vitamins,1,7,Glass Bottle,Vizzy,vizzy_bottle.png
301,6,1,2406,19,100,No Vitamins,0,4,Aluminum Can,Truly,truly.png
301,6,2,2406,18.5,80,Vitamins,1,7,Glass Bottle,Vizzy,vizzy_bottle.png
301,6,3,2406,18,90,Vitamins,0,7,Aluminum Can,Truly,truly.png
301,7,1,2407,18,90,No Vitamins,1,7,Aluminum Can,AMC Seltzer,AMC.png
301,7,2,2407,19,90,No Vitamins,1,5,Aluminum Can,Truly,truly.png
301,7,3,2407,18,90,Vitamins,0,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
301,8,1,2408,19,90,No Vitamins,2,7,Aluminum Can,Cacti,cacti.png
301,8,2,2408,19,90,Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
301,8,3,2408,19,100,Vitamins,2,5,Aluminum Can,Michelob Ultra,ultra.png
302,1,1,2409,18,100,No Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
302,1,2,2409,18,90,Vitamins,0,5,Glass Bottle,Vizzy,vizzy_bottle.png
302,1,3,2409,19,80,Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
302,2,1,2410,18.5,90,No Vitamins,2,7,Aluminum Can,Truly,truly.png
302,2,2,2410,19,100,No Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
302,2,3,2410,18.5,80,No Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
302,3,1,2411,18,100,No Vitamins,2,5,Aluminum Can,Vizzy,vizzy.png
302,3,2,2411,19,90,Vitamins,2,7,Aluminum Can,AMC Seltzer,AMC.png
302,3,3,2411,19,100,Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
302,4,1,2412,19,80,Vitamins,1,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
302,4,2,2412,18.5,100,No Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
302,4,3,2412,18.5,90,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
302,5,1,2413,19,100,Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
302,5,2,2413,19,100,Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
302,5,3,2413,18,80,No Vitamins,2,5,Aluminum Can,Vizzy,vizzy.png
302,6,1,2414,18,90,No Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
302,6,2,2414,18.5,100,Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
302,6,3,2414,18.5,100,Vitamins,1,5,Aluminum Can,Truly,truly.png
302,7,1,2415,18,100,Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
302,7,2,2415,18.5,100,No Vitamins,0,5,Aluminum Can,Cacti,cacti.png
302,7,3,2415,18,80,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
302,8,1,2416,18,100,Vitamins,0,5,Aluminum Can,Truly,truly.png
302,8,2,2416,18,80,Vitamins,1,4,Glass Bottle,Vizzy,vizzy_bottle.png
302,8,3,2416,18.5,80,Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
303,1,1,2417,19,80,Vitamins,1,4,Glass Bottle,Vizzy,vizzy_bottle.png
303,1,2,2417,18,80,No Vitamins,1,5,Aluminum Can,Michelob Ultra,ultra.png
303,1,3,2417,18,80,Vitamins,0,7,Aluminum Can,AMC Seltzer,AMC.png
303,2,1,2418,19,90,Vitamins,1,7,Aluminum Can,Truly,truly.png
303,2,2,2418,18.5,80,Vitamins,2,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
303,2,3,2418,19,90,No Vitamins,0,5,Glass Bottle,Cacti,cacti_bottle.png
303,3,1,2419,18,100,No Vitamins,0,4,Aluminum Can,Michelob Ultra,ultra.png
303,3,2,2419,18.5,90,Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
303,3,3,2419,19,80,No Vitamins,2,5,Aluminum Can,AMC Seltzer,AMC.png
303,4,1,2420,18,90,No Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
303,4,2,2420,19,80,Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
303,4,3,2420,18.5,90,No Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
303,5,1,2421,18,90,Vitamins,0,7,Aluminum Can,Truly,truly.png
303,5,2,2421,18,100,No Vitamins,0,5,Aluminum Can,Vizzy,vizzy.png
303,5,3,2421,18,100,Vitamins,1,5,Aluminum Can,AMC Seltzer,AMC.png
303,6,1,2422,19,90,No Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
303,6,2,2422,18,80,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
303,6,3,2422,19,100,Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
303,7,1,2423,19,90,Vitamins,2,4,Aluminum Can,Cacti,cacti.png
303,7,2,2423,18,80,No Vitamins,2,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
303,7,3,2423,18.5,90,Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
303,8,1,2424,19,80,Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
303,8,2,2424,18.5,100,No Vitamins,0,4,Glass Bottle,Truly,truly_bottle.png
303,8,3,2424,18,80,No Vitamins,1,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
304,1,1,2425,19,90,No Vitamins,2,4,Aluminum Can,Cacti,cacti.png
304,1,2,2425,18,90,Vitamins,0,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
304,1,3,2425,18,100,Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
304,2,1,2426,18,90,No Vitamins,1,4,Aluminum Can,Vizzy,vizzy.png
304,2,2,2426,18,90,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
304,2,3,2426,18,90,Vitamins,2,5,Aluminum Can,Truly,truly.png
304,3,1,2427,19,90,Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
304,3,2,2427,18,80,No Vitamins,1,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
304,3,3,2427,18.5,100,No Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
304,4,1,2428,19,90,No Vitamins,2,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
304,4,2,2428,18,80,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
304,4,3,2428,18.5,90,Vitamins,1,7,Aluminum Can,Truly,truly.png
304,5,1,2429,18.5,80,Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
304,5,2,2429,19,80,Vitamins,0,7,Aluminum Can,Cacti,cacti.png
304,5,3,2429,18,100,Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
304,6,1,2430,18,90,No Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
304,6,2,2430,19,80,No Vitamins,2,4,Aluminum Can,AMC Seltzer,AMC.png
304,6,3,2430,18.5,90,No Vitamins,2,7,Glass Bottle,Cacti,cacti_bottle.png
304,7,1,2431,18,80,No Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
304,7,2,2431,18,90,No Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
304,7,3,2431,18,80,Vitamins,2,5,Aluminum Can,Truly,truly.png
304,8,1,2432,18,80,Vitamins,1,4,Aluminum Can,Truly,truly.png
304,8,2,2432,18.5,90,Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
304,8,3,2432,18,80,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
305,1,1,2433,18,90,Vitamins,0,5,Glass Bottle,Cacti,cacti_bottle.png
305,1,2,2433,18.5,90,Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
305,1,3,2433,18,90,No Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
305,2,1,2434,18.5,80,Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
305,2,2,2434,18,80,Vitamins,0,4,Glass Bottle,Truly,truly_bottle.png
305,2,3,2434,19,80,No Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
305,3,1,2435,18,90,No Vitamins,1,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
305,3,2,2435,18,100,Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
305,3,3,2435,18.5,80,Vitamins,1,4,Glass Bottle,Vizzy,vizzy_bottle.png
305,4,1,2436,19,100,No Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
305,4,2,2436,18.5,80,Vitamins,1,4,Aluminum Can,Truly,truly.png
305,4,3,2436,18.5,80,No Vitamins,2,5,Glass Bottle,Truly,truly_bottle.png
305,5,1,2437,19,100,Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
305,5,2,2437,19,80,Vitamins,0,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
305,5,3,2437,19,90,No Vitamins,0,4,Aluminum Can,AMC Seltzer,AMC.png
305,6,1,2438,18,100,No Vitamins,2,5,Aluminum Can,Cacti,cacti.png
305,6,2,2438,18,100,Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
305,6,3,2438,18,100,No Vitamins,2,7,Aluminum Can,Michelob Ultra,ultra.png
305,7,1,2439,19,100,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
305,7,2,2439,18.5,80,No Vitamins,0,7,Aluminum Can,Truly,truly.png
305,7,3,2439,19,100,No Vitamins,0,5,Aluminum Can,Cacti,cacti.png
305,8,1,2440,18.5,80,No Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
305,8,2,2440,19,90,No Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
305,8,3,2440,19,90,No Vitamins,2,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
306,1,1,2441,19,80,Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
306,1,2,2441,18,90,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
306,1,3,2441,19,90,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
306,2,1,2442,18,80,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
306,2,2,2442,19,100,Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
306,2,3,2442,18.5,100,Vitamins,2,5,Aluminum Can,Michelob Ultra,ultra.png
306,3,1,2443,19,100,No Vitamins,1,7,Aluminum Can,AMC Seltzer,AMC.png
306,3,2,2443,19,90,Vitamins,0,7,Aluminum Can,Truly,truly.png
306,3,3,2443,18,100,Vitamins,0,5,Aluminum Can,AMC Seltzer,AMC.png
306,4,1,2444,18,80,No Vitamins,1,4,Aluminum Can,Truly,truly.png
306,4,2,2444,19,90,No Vitamins,2,5,Aluminum Can,Vizzy,vizzy.png
306,4,3,2444,19,100,No Vitamins,1,4,Aluminum Can,Truly,truly.png
306,5,1,2445,18.5,80,No Vitamins,2,4,Glass Bottle,Cacti,cacti_bottle.png
306,5,2,2445,18,80,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
306,5,3,2445,19,80,No Vitamins,2,7,Glass Bottle,Cacti,cacti_bottle.png
306,6,1,2446,18,100,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
306,6,2,2446,18.5,100,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
306,6,3,2446,18,100,Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
306,7,1,2447,18,80,No Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
306,7,2,2447,18.5,100,Vitamins,0,5,Aluminum Can,Cacti,cacti.png
306,7,3,2447,18,100,No Vitamins,0,7,Aluminum Can,Cacti,cacti.png
306,8,1,2448,18,80,No Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
306,8,2,2448,18.5,100,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
306,8,3,2448,19,90,Vitamins,0,5,Aluminum Can,Vizzy,vizzy.png
307,1,1,2449,18.5,90,Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
307,1,2,2449,19,90,Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
307,1,3,2449,19,100,Vitamins,2,4,Aluminum Can,Michelob Ultra,ultra.png
307,2,1,2450,18.5,100,No Vitamins,0,4,Aluminum Can,Cacti,cacti.png
307,2,2,2450,18.5,90,Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
307,2,3,2450,18.5,100,Vitamins,0,4,Aluminum Can,Cacti,cacti.png
307,3,1,2451,18.5,90,Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
307,3,2,2451,18,80,Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
307,3,3,2451,18,80,Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
307,4,1,2452,18.5,90,Vitamins,1,4,Glass Bottle,Cacti,cacti_bottle.png
307,4,2,2452,18,90,No Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
307,4,3,2452,18,80,No Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
307,5,1,2453,18,90,Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
307,5,2,2453,18.5,80,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
307,5,3,2453,19,100,Vitamins,2,4,Aluminum Can,AMC Seltzer,AMC.png
307,6,1,2454,18,90,Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
307,6,2,2454,18,80,No Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
307,6,3,2454,19,100,Vitamins,0,5,Glass Bottle,Vizzy,vizzy_bottle.png
307,7,1,2455,18.5,80,Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
307,7,2,2455,19,90,No Vitamins,2,4,Aluminum Can,AMC Seltzer,AMC.png
307,7,3,2455,18,100,No Vitamins,0,7,Aluminum Can,Cacti,cacti.png
307,8,1,2456,18.5,100,No Vitamins,0,4,Aluminum Can,Michelob Ultra,ultra.png
307,8,2,2456,18,90,No Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
307,8,3,2456,18.5,80,Vitamins,1,4,Glass Bottle,Vizzy,vizzy_bottle.png
308,1,1,2457,19,80,Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
308,1,2,2457,19,100,No Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
308,1,3,2457,19,100,No Vitamins,2,4,Glass Bottle,Cacti,cacti_bottle.png
308,2,1,2458,19,80,Vitamins,2,5,Aluminum Can,Cacti,cacti.png
308,2,2,2458,18.5,90,No Vitamins,0,7,Aluminum Can,AMC Seltzer,AMC.png
308,2,3,2458,18.5,80,No Vitamins,2,5,Aluminum Can,Cacti,cacti.png
308,3,1,2459,18,80,Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
308,3,2,2459,18,80,Vitamins,2,5,Aluminum Can,AMC Seltzer,AMC.png
308,3,3,2459,19,80,Vitamins,2,5,Aluminum Can,Vizzy,vizzy.png
308,4,1,2460,18.5,100,No Vitamins,1,5,Aluminum Can,Truly,truly.png
308,4,2,2460,19,90,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
308,4,3,2460,19,90,No Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
308,5,1,2461,18.5,80,Vitamins,0,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
308,5,2,2461,19,80,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
308,5,3,2461,18.5,90,Vitamins,0,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
308,6,1,2462,19,80,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
308,6,2,2462,19,90,No Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
308,6,3,2462,19,100,Vitamins,0,4,Glass Bottle,Cacti,cacti_bottle.png
308,7,1,2463,18.5,100,Vitamins,2,4,Aluminum Can,Truly,truly.png
308,7,2,2463,18.5,80,No Vitamins,1,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
308,7,3,2463,19,80,No Vitamins,0,7,Aluminum Can,Cacti,cacti.png
308,8,1,2464,18,90,No Vitamins,1,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
308,8,2,2464,19,90,Vitamins,0,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
308,8,3,2464,19,90,No Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,1,1,2465,18.5,80,Vitamins,2,5,Aluminum Can,Vizzy,vizzy.png
309,1,2,2465,18,100,Vitamins,2,4,Aluminum Can,Cacti,cacti.png
309,1,3,2465,18.5,80,No Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
309,2,1,2466,19,90,No Vitamins,0,5,Glass Bottle,Truly,truly_bottle.png
309,2,2,2466,19,90,Vitamins,0,5,Aluminum Can,AMC Seltzer,AMC.png
309,2,3,2466,19,80,Vitamins,1,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,3,1,2467,18,80,Vitamins,2,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,3,2,2467,18.5,100,No Vitamins,1,5,Glass Bottle,Vizzy,vizzy_bottle.png
309,3,3,2467,18.5,80,Vitamins,1,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,4,1,2468,19,100,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,4,2,2468,18.5,80,No Vitamins,2,7,Glass Bottle,Truly,truly_bottle.png
309,4,3,2468,18,100,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,5,1,2469,18.5,80,No Vitamins,2,7,Glass Bottle,Cacti,cacti_bottle.png
309,5,2,2469,18,100,No Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
309,5,3,2469,18.5,100,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
309,6,1,2470,19,100,Vitamins,1,7,Aluminum Can,Cacti,cacti.png
309,6,2,2470,18.5,90,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,6,3,2470,18,100,Vitamins,1,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
309,7,1,2471,19,80,Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
309,7,2,2471,18.5,90,No Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
309,7,3,2471,18,100,Vitamins,2,5,Aluminum Can,Michelob Ultra,ultra.png
309,8,1,2472,19,100,No Vitamins,0,7,Aluminum Can,Michelob Ultra,ultra.png
309,8,2,2472,18,100,Vitamins,2,7,Aluminum Can,Cacti,cacti.png
309,8,3,2472,19,80,Vitamins,1,5,Aluminum Can,Truly,truly.png
310,1,1,2473,19,80,No Vitamins,2,7,Aluminum Can,Vizzy,vizzy.png
310,1,2,2473,18.5,80,Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
310,1,3,2473,18,100,No Vitamins,0,5,Aluminum Can,Cacti,cacti.png
310,2,1,2474,19,100,Vitamins,1,4,Glass Bottle,Cacti,cacti_bottle.png
310,2,2,2474,18,100,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
310,2,3,2474,19,90,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
310,3,1,2475,18.5,90,No Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
310,3,2,2475,18,100,Vitamins,0,4,Aluminum Can,Michelob Ultra,ultra.png
310,3,3,2475,19,100,No Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
310,4,1,2476,18.5,100,No Vitamins,0,4,Glass Bottle,Cacti,cacti_bottle.png
310,4,2,2476,18,100,No Vitamins,1,7,Glass Bottle,Vizzy,vizzy_bottle.png
310,4,3,2476,18,100,Vitamins,2,5,Aluminum Can,Michelob Ultra,ultra.png
310,5,1,2477,19,100,No Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
310,5,2,2477,18,80,Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
310,5,3,2477,19,100,Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
310,6,1,2478,18,80,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
310,6,2,2478,18,80,Vitamins,2,4,Glass Bottle,Cacti,cacti_bottle.png
310,6,3,2478,18,90,Vitamins,2,4,Aluminum Can,Cacti,cacti.png
310,7,1,2479,19,100,No Vitamins,0,7,Aluminum Can,Truly,truly.png
310,7,2,2479,18,90,Vitamins,1,5,Aluminum Can,Truly,truly.png
310,7,3,2479,19,80,Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
310,8,1,2480,18.5,90,Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
310,8,2,2480,19,100,Vitamins,1,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
310,8,3,2480,18.5,100,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
311,1,1,2481,18.5,80,Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
311,1,2,2481,19,80,Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
311,1,3,2481,19,80,Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
311,2,1,2482,19,90,No Vitamins,0,4,Aluminum Can,AMC Seltzer,AMC.png
311,2,2,2482,18,80,Vitamins,2,7,Aluminum Can,Vizzy,vizzy.png
311,2,3,2482,19,80,Vitamins,1,7,Aluminum Can,Truly,truly.png
311,3,1,2483,18,90,Vitamins,1,4,Glass Bottle,Truly,truly_bottle.png
311,3,2,2483,18.5,100,Vitamins,1,7,Aluminum Can,Cacti,cacti.png
311,3,3,2483,18.5,100,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
311,4,1,2484,18.5,100,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
311,4,2,2484,19,80,No Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
311,4,3,2484,19,100,No Vitamins,2,7,Glass Bottle,Cacti,cacti_bottle.png
311,5,1,2485,18.5,100,Vitamins,0,4,Aluminum Can,AMC Seltzer,AMC.png
311,5,2,2485,18.5,100,No Vitamins,0,4,Aluminum Can,AMC Seltzer,AMC.png
311,5,3,2485,18.5,80,No Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
311,6,1,2486,18.5,100,Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
311,6,2,2486,18,100,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
311,6,3,2486,18,90,No Vitamins,2,7,Glass Bottle,Truly,truly_bottle.png
311,7,1,2487,18.5,80,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
311,7,2,2487,19,100,Vitamins,0,4,Aluminum Can,Truly,truly.png
311,7,3,2487,18,80,Vitamins,1,7,Aluminum Can,Cacti,cacti.png
311,8,1,2488,18.5,80,Vitamins,1,4,Aluminum Can,Vizzy,vizzy.png
311,8,2,2488,19,80,No Vitamins,0,7,Glass Bottle,Vizzy,vizzy_bottle.png
311,8,3,2488,19,100,Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
312,1,1,2489,18,100,Vitamins,2,4,Glass Bottle,Cacti,cacti_bottle.png
312,1,2,2489,18,80,No Vitamins,2,4,Aluminum Can,Michelob Ultra,ultra.png
312,1,3,2489,18.5,100,Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
312,2,1,2490,18,90,No Vitamins,1,5,Aluminum Can,Cacti,cacti.png
312,2,2,2490,18,100,Vitamins,0,5,Glass Bottle,Vizzy,vizzy_bottle.png
312,2,3,2490,19,90,Vitamins,2,7,Aluminum Can,Michelob Ultra,ultra.png
312,3,1,2491,19,100,No Vitamins,1,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
312,3,2,2491,18.5,80,No Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
312,3,3,2491,19,80,Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
312,4,1,2492,18,100,No Vitamins,2,7,Aluminum Can,Truly,truly.png
312,4,2,2492,19,90,No Vitamins,0,4,Aluminum Can,Michelob Ultra,ultra.png
312,4,3,2492,19,90,No Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
312,5,1,2493,19,100,Vitamins,1,4,Aluminum Can,Truly,truly.png
312,5,2,2493,18.5,100,No Vitamins,1,4,Aluminum Can,Cacti,cacti.png
312,5,3,2493,18,100,Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
312,6,1,2494,18,80,Vitamins,0,7,Glass Bottle,Vizzy,vizzy_bottle.png
312,6,2,2494,19,80,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
312,6,3,2494,18.5,80,Vitamins,1,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
312,7,1,2495,18.5,80,No Vitamins,0,4,Glass Bottle,Cacti,cacti_bottle.png
312,7,2,2495,19,80,No Vitamins,2,4,Aluminum Can,Truly,truly.png
312,7,3,2495,19,90,No Vitamins,1,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
312,8,1,2496,18.5,100,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
312,8,2,2496,19,90,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
312,8,3,2496,18,100,Vitamins,2,5,Aluminum Can,Truly,truly.png
313,1,1,2497,18.5,80,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
313,1,2,2497,18.5,90,Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
313,1,3,2497,18.5,100,Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
313,2,1,2498,19,80,No Vitamins,0,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
313,2,2,2498,18.5,90,Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
313,2,3,2498,18,80,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
313,3,1,2499,19,80,No Vitamins,1,4,Glass Bottle,Cacti,cacti_bottle.png
313,3,2,2499,18,100,No Vitamins,0,7,Aluminum Can,Truly,truly.png
313,3,3,2499,18,90,Vitamins,2,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
313,4,1,2500,18,90,Vitamins,1,4,Glass Bottle,Vizzy,vizzy_bottle.png
313,4,2,2500,19,80,Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
313,4,3,2500,18.5,80,Vitamins,0,4,Aluminum Can,Truly,truly.png
313,5,1,2501,18,80,Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
313,5,2,2501,18,90,No Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
313,5,3,2501,18.5,100,Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
313,6,1,2502,18.5,90,Vitamins,0,4,Aluminum Can,Cacti,cacti.png
313,6,2,2502,18.5,80,Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
313,6,3,2502,19,90,Vitamins,2,7,Aluminum Can,Vizzy,vizzy.png
