respID,qID,altID,obsID,price,calories,vitamins,sugar,alcoholContent,material,image
280,2,2,2234,15,80,Vitamins,0,7,Aluminum Can,can.png
280,2,3,2234,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
280,3,1,2235,18,80,Vitamins,0,4,Glass Bottle,bottle.png
280,3,2,2235,21,80,No Vitamins,0,4,Aluminum Can,can.png
280,3,3,2235,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
280,4,1,2236,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
280,4,2,2236,21,100,Vitamins,0,5,Glass Bottle,bottle.png
280,4,3,2236,15,90,Vitamins,0,7,Aluminum Can,can.png
280,5,1,2237,15,80,No Vitamins,0,4,Aluminum Can,can.png
280,5,2,2237,21,100,Vitamins,2,5,Aluminum Can,can.png
280,5,3,2237,18,90,Vitamins,0,5,Glass Bottle,bottle.png
280,6,1,2238,15,100,No Vitamins,2,5,Aluminum Can,can.png
280,6,2,2238,18,90,Vitamins,2,4,Glass Bottle,bottle.png
280,6,3,2238,21,80,No Vitamins,0,4,Aluminum Can,can.png
280,7,1,2239,21,80,Vitamins,2,5,Glass Bottle,bottle.png
280,7,2,2239,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
280,7,3,2239,21,90,Vitamins,2,4,Aluminum Can,can.png
280,8,1,2240,21,80,No Vitamins,1,7,Aluminum Can,can.png
280,8,2,2240,15,80,Vitamins,0,7,Aluminum Can,can.png
280,8,3,2240,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
281,1,1,2241,15,100,No Vitamins,1,5,Aluminum Can,can.png
281,1,2,2241,15,90,Vitamins,1,4,Glass Bottle,bottle.png
281,1,3,2241,21,80,No Vitamins,0,7,Aluminum Can,can.png
281,2,1,2242,21,80,No Vitamins,0,7,Aluminum Can,can.png
281,2,2,2242,21,80,Vitamins,2,5,Glass Bottle,bottle.png
281,2,3,2242,18,80,Vitamins,1,7,Glass Bottle,bottle.png
281,3,1,2243,18,90,Vitamins,2,4,Glass Bottle,bottle.png
281,3,2,2243,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
281,3,3,2243,18,90,No Vitamins,2,5,Aluminum Can,can.png
281,4,1,2244,15,80,Vitamins,0,7,Aluminum Can,can.png
281,4,2,2244,18,80,Vitamins,2,5,Aluminum Can,can.png
281,4,3,2244,15,90,Vitamins,1,5,Aluminum Can,can.png
281,5,1,2245,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
281,5,2,2245,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
281,5,3,2245,21,80,No Vitamins,1,7,Aluminum Can,can.png
281,6,1,2246,15,80,Vitamins,1,4,Glass Bottle,bottle.png
281,6,2,2246,21,80,No Vitamins,1,7,Aluminum Can,can.png
281,6,3,2246,18,80,Vitamins,2,5,Aluminum Can,can.png
281,7,1,2247,18,90,Vitamins,2,4,Glass Bottle,bottle.png
281,7,2,2247,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
281,7,3,2247,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
281,8,1,2248,21,80,No Vitamins,0,4,Aluminum Can,can.png
281,8,2,2248,21,80,No Vitamins,1,7,Aluminum Can,can.png
281,8,3,2248,18,90,No Vitamins,1,5,Aluminum Can,can.png
282,1,1,2249,18,80,No Vitamins,2,5,Aluminum Can,can.png
282,1,2,2249,21,100,Vitamins,2,5,Aluminum Can,can.png
282,1,3,2249,18,100,Vitamins,0,7,Aluminum Can,can.png
282,2,1,2250,15,80,No Vitamins,0,4,Aluminum Can,can.png
282,2,2,2250,21,80,No Vitamins,0,4,Aluminum Can,can.png
282,2,3,2250,18,100,Vitamins,0,7,Aluminum Can,can.png
282,3,1,2251,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
282,3,2,2251,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
282,3,3,2251,18,90,Vitamins,0,5,Glass Bottle,bottle.png
282,4,1,2252,21,80,Vitamins,1,5,Glass Bottle,bottle.png
282,4,2,2252,21,80,No Vitamins,0,7,Aluminum Can,can.png
282,4,3,2252,15,80,Vitamins,0,7,Aluminum Can,can.png
282,5,1,2253,15,90,Vitamins,0,7,Aluminum Can,can.png
282,5,2,2253,21,90,No Vitamins,2,7,Aluminum Can,can.png
282,5,3,2253,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
282,6,1,2254,18,80,No Vitamins,2,5,Aluminum Can,can.png
282,6,2,2254,18,90,No Vitamins,2,5,Aluminum Can,can.png
282,6,3,2254,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
282,7,1,2255,18,80,Vitamins,2,5,Aluminum Can,can.png
282,7,2,2255,21,100,Vitamins,2,7,Glass Bottle,bottle.png
282,7,3,2255,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
282,8,1,2256,18,80,No Vitamins,2,5,Aluminum Can,can.png
282,8,2,2256,15,80,Vitamins,0,7,Aluminum Can,can.png
282,8,3,2256,15,100,No Vitamins,2,5,Aluminum Can,can.png
283,1,1,2257,15,90,Vitamins,1,4,Glass Bottle,bottle.png
283,1,2,2257,18,100,Vitamins,0,7,Aluminum Can,can.png
283,1,3,2257,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
283,2,1,2258,15,80,No Vitamins,2,4,Aluminum Can,can.png
283,2,2,2258,15,100,No Vitamins,1,5,Aluminum Can,can.png
283,2,3,2258,15,100,No Vitamins,2,5,Aluminum Can,can.png
283,3,1,2259,18,100,No Vitamins,1,7,Aluminum Can,can.png
283,3,2,2259,15,80,Vitamins,2,7,Glass Bottle,bottle.png
283,3,3,2259,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
283,4,1,2260,15,90,Vitamins,1,5,Aluminum Can,can.png
283,4,2,2260,15,90,Vitamins,1,7,Aluminum Can,can.png
283,4,3,2260,15,90,Vitamins,0,7,Aluminum Can,can.png
283,5,1,2261,21,100,Vitamins,2,5,Aluminum Can,can.png
283,5,2,2261,18,90,Vitamins,0,5,Glass Bottle,bottle.png
283,5,3,2261,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
283,6,1,2262,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
283,6,2,2262,15,90,Vitamins,0,7,Aluminum Can,can.png
283,6,3,2262,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
283,7,1,2263,15,100,No Vitamins,1,5,Aluminum Can,can.png
283,7,2,2263,15,100,Vitamins,0,5,Aluminum Can,can.png
283,7,3,2263,15,100,Vitamins,2,7,Glass Bottle,bottle.png
283,8,1,2264,21,80,No Vitamins,0,7,Aluminum Can,can.png
283,8,2,2264,15,100,Vitamins,2,7,Glass Bottle,bottle.png
283,8,3,2264,15,80,Vitamins,1,4,Glass Bottle,bottle.png
284,1,1,2265,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
284,1,2,2265,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
284,1,3,2265,18,80,No Vitamins,2,5,Aluminum Can,can.png
284,2,1,2266,18,100,Vitamins,1,7,Glass Bottle,bottle.png
284,2,2,2266,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
284,2,3,2266,15,90,Vitamins,1,4,Glass Bottle,bottle.png
284,3,1,2267,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
284,3,2,2267,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
284,3,3,2267,21,90,Vitamins,0,5,Glass Bottle,bottle.png
284,4,1,2268,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
284,4,2,2268,15,100,Vitamins,2,7,Glass Bottle,bottle.png
284,4,3,2268,18,100,Vitamins,0,7,Aluminum Can,can.png
284,5,1,2269,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
284,5,2,2269,21,90,Vitamins,0,5,Glass Bottle,bottle.png
284,5,3,2269,21,100,No Vitamins,1,4,Aluminum Can,can.png
284,6,1,2270,21,80,No Vitamins,0,7,Aluminum Can,can.png
284,6,2,2270,18,80,No Vitamins,2,5,Aluminum Can,can.png
284,6,3,2270,18,100,No Vitamins,1,7,Aluminum Can,can.png
284,7,1,2271,21,80,Vitamins,2,5,Glass Bottle,bottle.png
284,7,2,2271,21,100,Vitamins,1,4,Aluminum Can,can.png
284,7,3,2271,15,90,Vitamins,1,5,Aluminum Can,can.png
284,8,1,2272,18,80,Vitamins,1,7,Glass Bottle,bottle.png
284,8,2,2272,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
284,8,3,2272,21,100,Vitamins,1,4,Aluminum Can,can.png
285,1,1,2273,21,80,No Vitamins,0,7,Aluminum Can,can.png
285,1,2,2273,21,100,Vitamins,2,7,Glass Bottle,bottle.png
285,1,3,2273,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
285,2,1,2274,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
285,2,2,2274,18,100,Vitamins,1,7,Glass Bottle,bottle.png
285,2,3,2274,15,80,Vitamins,0,7,Aluminum Can,can.png
285,3,1,2275,18,90,Vitamins,2,4,Glass Bottle,bottle.png
285,3,2,2275,18,80,Vitamins,0,4,Glass Bottle,bottle.png
285,3,3,2275,18,100,Vitamins,1,7,Glass Bottle,bottle.png
285,4,1,2276,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
285,4,2,2276,15,80,No Vitamins,2,4,Aluminum Can,can.png
285,4,3,2276,21,100,Vitamins,0,4,Aluminum Can,can.png
285,5,1,2277,21,90,No Vitamins,2,7,Aluminum Can,can.png
285,5,2,2277,18,90,Vitamins,2,4,Glass Bottle,bottle.png
285,5,3,2277,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
285,6,1,2278,18,80,Vitamins,2,4,Aluminum Can,can.png
285,6,2,2278,15,90,Vitamins,1,5,Aluminum Can,can.png
285,6,3,2278,15,100,No Vitamins,1,5,Aluminum Can,can.png
285,7,1,2279,21,80,No Vitamins,0,4,Aluminum Can,can.png
285,7,2,2279,21,90,Vitamins,2,4,Aluminum Can,can.png
285,7,3,2279,18,90,No Vitamins,2,5,Aluminum Can,can.png
285,8,1,2280,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
285,8,2,2280,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
285,8,3,2280,15,90,Vitamins,1,7,Aluminum Can,can.png
286,1,1,2281,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
286,1,2,2281,18,90,Vitamins,0,5,Glass Bottle,bottle.png
286,1,3,2281,15,100,Vitamins,0,5,Aluminum Can,can.png
286,2,1,2282,15,90,Vitamins,1,4,Glass Bottle,bottle.png
286,2,2,2282,15,90,Vitamins,1,5,Aluminum Can,can.png
286,2,3,2282,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
286,3,1,2283,18,100,Vitamins,0,7,Aluminum Can,can.png
286,3,2,2283,21,80,No Vitamins,0,7,Aluminum Can,can.png
286,3,3,2283,15,80,Vitamins,2,7,Glass Bottle,bottle.png
286,4,1,2284,21,100,Vitamins,2,7,Glass Bottle,bottle.png
286,4,2,2284,15,80,Vitamins,0,7,Aluminum Can,can.png
286,4,3,2284,15,80,No Vitamins,2,4,Aluminum Can,can.png
286,5,1,2285,21,100,Vitamins,2,5,Aluminum Can,can.png
286,5,2,2285,18,90,No Vitamins,2,5,Aluminum Can,can.png
286,5,3,2285,15,100,Vitamins,2,7,Glass Bottle,bottle.png
286,6,1,2286,18,90,Vitamins,0,5,Glass Bottle,bottle.png
286,6,2,2286,21,90,Vitamins,0,5,Glass Bottle,bottle.png
286,6,3,2286,18,90,Vitamins,2,4,Glass Bottle,bottle.png
286,7,1,2287,18,100,Vitamins,1,7,Glass Bottle,bottle.png
286,7,2,2287,21,80,No Vitamins,0,4,Aluminum Can,can.png
286,7,3,2287,15,100,Vitamins,0,5,Aluminum Can,can.png
286,8,1,2288,15,90,Vitamins,1,5,Aluminum Can,can.png
286,8,2,2288,15,90,Vitamins,0,7,Aluminum Can,can.png
286,8,3,2288,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
287,1,1,2289,18,100,Vitamins,1,7,Glass Bottle,bottle.png
287,1,2,2289,18,90,Vitamins,0,5,Glass Bottle,bottle.png
287,1,3,2289,15,80,Vitamins,1,4,Glass Bottle,bottle.png
287,2,1,2290,18,80,Vitamins,2,5,Aluminum Can,can.png
287,2,2,2290,18,90,Vitamins,0,5,Glass Bottle,bottle.png
287,2,3,2290,15,80,Vitamins,0,7,Aluminum Can,can.png
287,3,1,2291,21,100,Vitamins,2,7,Glass Bottle,bottle.png
287,3,2,2291,15,80,No Vitamins,2,4,Aluminum Can,can.png
287,3,3,2291,15,80,No Vitamins,0,4,Aluminum Can,can.png
287,4,1,2292,21,80,No Vitamins,0,7,Aluminum Can,can.png
287,4,2,2292,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
287,4,3,2292,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
287,5,1,2293,21,80,No Vitamins,0,7,Aluminum Can,can.png
287,5,2,2293,15,100,No Vitamins,1,5,Aluminum Can,can.png
287,5,3,2293,18,90,Vitamins,2,4,Glass Bottle,bottle.png
287,6,1,2294,18,90,No Vitamins,0,7,Aluminum Can,can.png
287,6,2,2294,21,80,No Vitamins,0,4,Aluminum Can,can.png
287,6,3,2294,21,90,Vitamins,0,5,Glass Bottle,bottle.png
287,7,1,2295,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
287,7,2,2295,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
287,7,3,2295,18,80,Vitamins,1,7,Glass Bottle,bottle.png
287,8,1,2296,21,90,Vitamins,2,4,Aluminum Can,can.png
287,8,2,2296,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
287,8,3,2296,18,80,Vitamins,0,4,Glass Bottle,bottle.png
288,1,1,2297,18,90,No Vitamins,0,7,Aluminum Can,can.png
288,1,2,2297,18,100,Vitamins,0,7,Aluminum Can,can.png
288,1,3,2297,18,80,Vitamins,2,5,Aluminum Can,can.png
288,2,1,2298,21,100,Vitamins,2,7,Glass Bottle,bottle.png
288,2,2,2298,21,80,No Vitamins,0,4,Aluminum Can,can.png
288,2,3,2298,18,90,No Vitamins,2,5,Aluminum Can,can.png
288,3,1,2299,15,100,No Vitamins,2,5,Aluminum Can,can.png
288,3,2,2299,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
288,3,3,2299,18,90,No Vitamins,2,5,Aluminum Can,can.png
288,4,1,2300,15,80,No Vitamins,0,4,Aluminum Can,can.png
288,4,2,2300,18,90,Vitamins,1,4,Aluminum Can,can.png
288,4,3,2300,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
288,5,1,2301,15,100,No Vitamins,1,5,Aluminum Can,can.png
288,5,2,2301,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
288,5,3,2301,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
288,6,1,2302,18,90,Vitamins,2,4,Glass Bottle,bottle.png
288,6,2,2302,15,80,Vitamins,0,7,Aluminum Can,can.png
288,6,3,2302,15,80,Vitamins,1,4,Glass Bottle,bottle.png
288,7,1,2303,18,80,Vitamins,0,4,Glass Bottle,bottle.png
288,7,2,2303,21,80,No Vitamins,0,4,Aluminum Can,can.png
288,7,3,2303,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
288,8,1,2304,21,80,Vitamins,1,5,Glass Bottle,bottle.png
288,8,2,2304,21,90,Vitamins,2,4,Aluminum Can,can.png
288,8,3,2304,18,90,No Vitamins,0,7,Aluminum Can,can.png
289,1,1,2305,15,100,Vitamins,0,5,Aluminum Can,can.png
289,1,2,2305,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
289,1,3,2305,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
289,2,1,2306,21,90,Vitamins,2,4,Aluminum Can,can.png
289,2,2,2306,21,100,Vitamins,2,5,Aluminum Can,can.png
289,2,3,2306,15,90,Vitamins,1,7,Aluminum Can,can.png
289,3,1,2307,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
289,3,2,2307,21,90,Vitamins,0,5,Glass Bottle,bottle.png
289,3,3,2307,21,80,No Vitamins,1,7,Aluminum Can,can.png
289,4,1,2308,18,80,Vitamins,1,7,Glass Bottle,bottle.png
289,4,2,2308,18,90,Vitamins,1,4,Aluminum Can,can.png
289,4,3,2308,15,80,Vitamins,1,4,Glass Bottle,bottle.png
289,5,1,2309,18,80,Vitamins,2,4,Aluminum Can,can.png
289,5,2,2309,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
289,5,3,2309,21,100,Vitamins,0,4,Aluminum Can,can.png
289,6,1,2310,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
289,6,2,2310,18,80,Vitamins,2,5,Aluminum Can,can.png
289,6,3,2310,21,90,No Vitamins,2,7,Aluminum Can,can.png
289,7,1,2311,15,90,Vitamins,1,5,Aluminum Can,can.png
289,7,2,2311,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
289,7,3,2311,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
289,8,1,2312,21,100,Vitamins,0,5,Glass Bottle,bottle.png
289,8,2,2312,18,80,Vitamins,0,4,Glass Bottle,bottle.png
289,8,3,2312,15,100,No Vitamins,2,5,Aluminum Can,can.png
290,1,1,2313,21,80,Vitamins,1,5,Glass Bottle,bottle.png
290,1,2,2313,18,90,No Vitamins,1,5,Aluminum Can,can.png
290,1,3,2313,21,90,No Vitamins,2,7,Aluminum Can,can.png
290,2,1,2314,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
290,2,2,2314,15,80,No Vitamins,0,4,Aluminum Can,can.png
290,2,3,2314,18,90,Vitamins,1,4,Aluminum Can,can.png
290,3,1,2315,18,100,Vitamins,0,7,Aluminum Can,can.png
290,3,2,2315,21,80,Vitamins,1,5,Glass Bottle,bottle.png
290,3,3,2315,18,90,No Vitamins,2,5,Aluminum Can,can.png
290,4,1,2316,15,100,Vitamins,0,5,Aluminum Can,can.png
290,4,2,2316,21,90,Vitamins,2,4,Aluminum Can,can.png
290,4,3,2316,18,80,Vitamins,2,5,Aluminum Can,can.png
290,5,1,2317,21,80,No Vitamins,0,4,Aluminum Can,can.png
290,5,2,2317,21,80,Vitamins,1,5,Glass Bottle,bottle.png
290,5,3,2317,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
290,6,1,2318,18,80,Vitamins,2,4,Aluminum Can,can.png
290,6,2,2318,18,80,No Vitamins,2,5,Aluminum Can,can.png
290,6,3,2318,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
290,7,1,2319,15,100,Vitamins,2,7,Glass Bottle,bottle.png
290,7,2,2319,18,80,Vitamins,1,7,Glass Bottle,bottle.png
290,7,3,2319,21,80,Vitamins,1,5,Glass Bottle,bottle.png
290,8,1,2320,18,90,Vitamins,2,4,Glass Bottle,bottle.png
290,8,2,2320,15,80,Vitamins,0,7,Aluminum Can,can.png
290,8,3,2320,18,90,Vitamins,1,4,Aluminum Can,can.png
291,1,1,2321,15,100,No Vitamins,1,5,Aluminum Can,can.png
291,1,2,2321,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
291,1,3,2321,15,90,Vitamins,1,5,Aluminum Can,can.png
291,2,1,2322,15,100,No Vitamins,2,5,Aluminum Can,can.png
291,2,2,2322,18,80,Vitamins,0,4,Glass Bottle,bottle.png
291,2,3,2322,15,80,Vitamins,0,7,Aluminum Can,can.png
291,3,1,2323,21,100,Vitamins,1,4,Aluminum Can,can.png
291,3,2,2323,15,80,Vitamins,2,7,Glass Bottle,bottle.png
291,3,3,2323,15,80,No Vitamins,2,4,Aluminum Can,can.png
291,4,1,2324,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
291,4,2,2324,18,80,Vitamins,2,5,Aluminum Can,can.png
291,4,3,2324,15,80,Vitamins,2,7,Glass Bottle,bottle.png
291,5,1,2325,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
291,5,2,2325,15,80,No Vitamins,0,4,Aluminum Can,can.png
291,5,3,2325,21,100,Vitamins,2,7,Glass Bottle,bottle.png
291,6,1,2326,18,80,Vitamins,0,4,Glass Bottle,bottle.png
291,6,2,2326,18,90,Vitamins,2,4,Glass Bottle,bottle.png
291,6,3,2326,18,100,No Vitamins,1,7,Aluminum Can,can.png
291,7,1,2327,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
291,7,2,2327,18,80,Vitamins,2,5,Aluminum Can,can.png
291,7,3,2327,21,80,No Vitamins,0,7,Aluminum Can,can.png
291,8,1,2328,15,80,No Vitamins,2,4,Aluminum Can,can.png
291,8,2,2328,18,90,No Vitamins,2,5,Aluminum Can,can.png
291,8,3,2328,21,100,Vitamins,2,5,Aluminum Can,can.png
292,1,1,2329,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
292,1,2,2329,15,100,No Vitamins,1,5,Aluminum Can,can.png
292,1,3,2329,18,80,Vitamins,0,4,Glass Bottle,bottle.png
292,2,1,2330,18,100,Vitamins,1,7,Glass Bottle,bottle.png
292,2,2,2330,15,80,Vitamins,1,4,Glass Bottle,bottle.png
292,2,3,2330,18,90,No Vitamins,0,7,Aluminum Can,can.png
292,3,1,2331,21,80,No Vitamins,0,4,Aluminum Can,can.png
292,3,2,2331,18,90,Vitamins,2,4,Glass Bottle,bottle.png
292,3,3,2331,15,80,No Vitamins,2,4,Aluminum Can,can.png
292,4,1,2332,21,80,No Vitamins,1,7,Aluminum Can,can.png
292,4,2,2332,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
292,4,3,2332,21,90,Vitamins,2,4,Aluminum Can,can.png
292,5,1,2333,18,100,Vitamins,0,7,Aluminum Can,can.png
292,5,2,2333,21,90,Vitamins,0,5,Glass Bottle,bottle.png
292,5,3,2333,21,100,Vitamins,0,4,Aluminum Can,can.png
292,6,1,2334,15,80,No Vitamins,0,4,Aluminum Can,can.png
292,6,2,2334,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
292,6,3,2334,18,90,Vitamins,1,4,Aluminum Can,can.png
292,7,1,2335,18,90,No Vitamins,0,7,Aluminum Can,can.png
292,7,2,2335,21,90,Vitamins,0,5,Glass Bottle,bottle.png
292,7,3,2335,21,90,No Vitamins,2,7,Aluminum Can,can.png
292,8,1,2336,18,100,No Vitamins,1,7,Aluminum Can,can.png
292,8,2,2336,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
292,8,3,2336,15,90,Vitamins,1,7,Aluminum Can,can.png
293,1,1,2337,21,100,Vitamins,0,5,Glass Bottle,bottle.png
293,1,2,2337,18,90,Vitamins,2,4,Glass Bottle,bottle.png
293,1,3,2337,15,80,No Vitamins,2,4,Aluminum Can,can.png
293,2,1,2338,21,100,No Vitamins,1,4,Aluminum Can,can.png
293,2,2,2338,21,100,Vitamins,2,7,Glass Bottle,bottle.png
293,2,3,2338,21,80,No Vitamins,0,7,Aluminum Can,can.png
293,3,1,2339,15,90,Vitamins,0,7,Aluminum Can,can.png
293,3,2,2339,18,90,Vitamins,2,4,Glass Bottle,bottle.png
293,3,3,2339,21,100,Vitamins,2,5,Aluminum Can,can.png
293,4,1,2340,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
293,4,2,2340,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
293,4,3,2340,15,100,Vitamins,0,5,Aluminum Can,can.png
293,5,1,2341,18,100,Vitamins,1,7,Glass Bottle,bottle.png
293,5,2,2341,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
293,5,3,2341,21,80,Vitamins,2,5,Glass Bottle,bottle.png
293,6,1,2342,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
293,6,2,2342,21,100,Vitamins,0,5,Glass Bottle,bottle.png
293,6,3,2342,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
293,7,1,2343,18,100,No Vitamins,1,7,Aluminum Can,can.png
293,7,2,2343,21,80,Vitamins,2,5,Glass Bottle,bottle.png
293,7,3,2343,15,80,Vitamins,0,7,Aluminum Can,can.png
293,8,1,2344,21,80,Vitamins,2,5,Glass Bottle,bottle.png
293,8,2,2344,21,90,Vitamins,0,5,Glass Bottle,bottle.png
293,8,3,2344,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
294,1,1,2345,15,100,Vitamins,2,7,Glass Bottle,bottle.png
294,1,2,2345,15,100,Vitamins,0,5,Aluminum Can,can.png
294,1,3,2345,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
294,2,1,2346,21,80,Vitamins,2,5,Glass Bottle,bottle.png
294,2,2,2346,18,80,Vitamins,1,7,Glass Bottle,bottle.png
294,2,3,2346,18,80,Vitamins,0,4,Glass Bottle,bottle.png
294,3,1,2347,18,80,Vitamins,0,4,Glass Bottle,bottle.png
294,3,2,2347,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
294,3,3,2347,21,100,Vitamins,2,7,Glass Bottle,bottle.png
294,4,1,2348,18,90,No Vitamins,2,5,Aluminum Can,can.png
294,4,2,2348,15,90,Vitamins,1,5,Aluminum Can,can.png
294,4,3,2348,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
294,5,1,2349,21,100,Vitamins,2,5,Aluminum Can,can.png
294,5,2,2349,15,80,Vitamins,1,4,Glass Bottle,bottle.png
294,5,3,2349,15,80,No Vitamins,0,4,Aluminum Can,can.png
294,6,1,2350,21,100,Vitamins,2,5,Aluminum Can,can.png
294,6,2,2350,21,80,Vitamins,1,5,Glass Bottle,bottle.png
294,6,3,2350,21,100,Vitamins,0,4,Aluminum Can,can.png
294,7,1,2351,21,90,Vitamins,2,4,Aluminum Can,can.png
294,7,2,2351,21,80,Vitamins,2,5,Glass Bottle,bottle.png
294,7,3,2351,18,80,Vitamins,2,4,Aluminum Can,can.png
294,8,1,2352,18,80,Vitamins,1,7,Glass Bottle,bottle.png
294,8,2,2352,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
294,8,3,2352,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
295,1,1,2353,18,90,Vitamins,2,4,Glass Bottle,bottle.png
295,1,2,2353,18,100,No Vitamins,1,7,Aluminum Can,can.png
295,1,3,2353,15,80,Vitamins,2,7,Glass Bottle,bottle.png
295,2,1,2354,18,100,Vitamins,1,7,Glass Bottle,bottle.png
295,2,2,2354,15,100,No Vitamins,2,5,Aluminum Can,can.png
295,2,3,2354,15,80,Vitamins,1,4,Glass Bottle,bottle.png
295,3,1,2355,15,80,No Vitamins,2,4,Aluminum Can,can.png
295,3,2,2355,21,100,Vitamins,2,5,Aluminum Can,can.png
295,3,3,2355,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
295,4,1,2356,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
295,4,2,2356,18,80,Vitamins,1,7,Glass Bottle,bottle.png
295,4,3,2356,15,100,Vitamins,2,7,Glass Bottle,bottle.png
295,5,1,2357,15,90,Vitamins,0,7,Aluminum Can,can.png
295,5,2,2357,18,100,Vitamins,1,7,Glass Bottle,bottle.png
295,5,3,2357,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
295,6,1,2358,21,80,No Vitamins,0,4,Aluminum Can,can.png
295,6,2,2358,18,80,Vitamins,1,7,Glass Bottle,bottle.png
295,6,3,2358,18,100,No Vitamins,1,7,Aluminum Can,can.png
295,7,1,2359,21,80,Vitamins,1,5,Glass Bottle,bottle.png
295,7,2,2359,21,100,Vitamins,2,5,Aluminum Can,can.png
295,7,3,2359,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
295,8,1,2360,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
295,8,2,2360,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
295,8,3,2360,21,100,Vitamins,0,4,Aluminum Can,can.png
296,1,1,2361,15,100,Vitamins,2,7,Glass Bottle,bottle.png
296,1,2,2361,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
